model,seed,epoch,domain,n_examples,train_loss,accuracy,macro_f1,positive_f1,negative_f1,neutral_f1
RoBERTa ABSA,314,1,in_domain,123,1.1171,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,314,1,laptop,2313,1.1171,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,314,1,restaurant,3602,1.1171,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,314,2,val,122,1.027,0.8033,0.4361,0.8966,0.4118,0.0
RoBERTa ABSA,314,2,in_domain,123,1.027,0.8618,0.4969,0.9282,0.5625,0.0
RoBERTa ABSA,314,2,laptop,2313,1.027,0.7026,0.5201,0.7806,0.7796,0.0
RoBERTa ABSA,314,2,restaurant,3602,1.027,0.7182,0.4951,0.8324,0.6529,0.0
RoBERTa ABSA,314,3,val,122,0.7523,0.8361,0.4008,0.9167,0.2857,0.0
RoBERTa ABSA,314,3,in_domain,123,0.7523,0.9024,0.5167,0.9502,0.6,0.0
RoBERTa ABSA,314,3,laptop,2313,0.7523,0.6904,0.5121,0.7604,0.776,0.0
RoBERTa ABSA,314,3,restaurant,3602,0.7523,0.7096,0.4798,0.8211,0.6184,0.0
RoBERTa ABSA,314,4,val,122,0.6837,0.8279,0.4422,0.91,0.4167,0.0
RoBERTa ABSA,314,4,in_domain,123,0.6837,0.8943,0.6524,0.9484,0.6087,0.4
RoBERTa ABSA,314,4,laptop,2313,0.6837,0.7311,0.6484,0.8017,0.7857,0.3577
RoBERTa ABSA,314,4,restaurant,3602,0.6837,0.7268,0.5674,0.8426,0.6542,0.2053
RoBERTa ABSA,314,5,val,122,0.3764,0.7951,0.4478,0.8889,0.4545,0.0
RoBERTa ABSA,314,5,in_domain,123,0.3764,0.8943,0.6972,0.9479,0.5556,0.5882
RoBERTa ABSA,314,5,laptop,2313,0.3764,0.7397,0.6759,0.8199,0.7856,0.4221
RoBERTa ABSA,314,5,restaurant,3602,0.3764,0.7293,0.6119,0.8473,0.6542,0.3342
Standard BERT ABSA,555,1,val,122,1.076,0.7705,0.3816,0.878,0.2667,0.0
Standard BERT ABSA,555,1,in_domain,123,1.076,0.8943,0.6003,0.9412,0.5263,0.3333
Standard BERT ABSA,555,1,laptop,2313,1.076,0.5058,0.3733,0.5978,0.5051,0.0171
Standard BERT ABSA,555,1,restaurant,3602,1.076,0.6224,0.4282,0.7641,0.442,0.0785
Standard BERT ABSA,555,2,val,122,0.8075,0.7705,0.4248,0.8744,0.4,0.0
Standard BERT ABSA,555,2,in_domain,123,0.8075,0.813,0.5236,0.8889,0.5,0.1818
Standard BERT ABSA,555,2,laptop,2313,0.8075,0.5884,0.4406,0.668,0.6411,0.0127
Standard BERT ABSA,555,2,restaurant,3602,0.8075,0.6602,0.4535,0.7964,0.5312,0.0329
Standard BERT ABSA,555,3,val,122,0.5042,0.7951,0.4429,0.8911,0.4375,0.0
Standard BERT ABSA,555,3,in_domain,123,0.5042,0.8455,0.6008,0.9091,0.56,0.3333
Standard BERT ABSA,555,3,laptop,2313,0.5042,0.6442,0.4813,0.7388,0.6924,0.0128
Standard BERT ABSA,555,3,restaurant,3602,0.5042,0.6827,0.4632,0.8165,0.5636,0.0093
Standard BERT ABSA,555,4,val,122,0.341,0.8361,0.4232,0.9167,0.3529,0.0
Standard BERT ABSA,555,4,in_domain,123,0.341,0.8618,0.6042,0.9209,0.625,0.2667
Standard BERT ABSA,555,4,laptop,2313,0.341,0.6606,0.5101,0.7466,0.7156,0.068
Standard BERT ABSA,555,4,restaurant,3602,0.341,0.6916,0.4805,0.8189,0.556,0.0668
Standard BERT ABSA,555,5,val,122,0.2109,0.8525,0.4265,0.9266,0.3529,0.0
Standard BERT ABSA,555,5,in_domain,123,0.2109,0.9106,0.6723,0.9502,0.6667,0.4
Standard BERT ABSA,555,5,laptop,2313,0.2109,0.6619,0.5017,0.7504,0.7131,0.0416
Standard BERT ABSA,555,5,restaurant,3602,0.2109,0.6877,0.4639,0.8139,0.5412,0.0366
Extended BERT ABSA,555,1,val,122,1.1379,0.3197,0.2533,0.4265,0.2192,0.1143
Extended BERT ABSA,555,1,in_domain,123,1.1379,0.3902,0.3297,0.4861,0.3396,0.1633
Extended BERT ABSA,555,1,laptop,2313,1.1379,0.4137,0.2706,0.2506,0.5528,0.0084
Extended BERT ABSA,555,1,restaurant,3602,1.1379,0.4067,0.3039,0.4863,0.4078,0.0176
Extended BERT ABSA,555,2,val,122,0.858,0.6475,0.3669,0.7849,0.3158,0.0
Extended BERT ABSA,555,2,in_domain,123,0.858,0.7886,0.6042,0.8687,0.6364,0.3077
Extended BERT ABSA,555,2,laptop,2313,0.858,0.5439,0.3973,0.6402,0.5516,0.0
Extended BERT ABSA,555,2,restaurant,3602,0.858,0.6519,0.4143,0.7837,0.4528,0.0063
Extended BERT ABSA,555,3,val,122,0.5965,0.8115,0.4462,0.9038,0.4348,0.0
Extended BERT ABSA,555,3,in_domain,123,0.5965,0.8537,0.6453,0.9143,0.7059,0.3158
Extended BERT ABSA,555,3,laptop,2313,0.5965,0.6083,0.4652,0.7009,0.6424,0.0523
Extended BERT ABSA,555,3,restaurant,3602,0.5965,0.6619,0.4317,0.7916,0.4508,0.0526
Extended BERT ABSA,555,4,val,122,0.396,0.8115,0.461,0.9029,0.48,0.0
Extended BERT ABSA,555,4,in_domain,123,0.396,0.878,0.6632,0.9296,0.6316,0.4286
Extended BERT ABSA,555,4,laptop,2313,0.396,0.6481,0.5059,0.7354,0.7005,0.0817
Extended BERT ABSA,555,4,restaurant,3602,0.396,0.6874,0.4751,0.8105,0.5596,0.0554
Extended BERT ABSA,555,5,val,122,0.2734,0.8279,0.4425,0.9065,0.4211,0.0
Extended BERT ABSA,555,5,in_domain,123,0.2734,0.9024,0.6911,0.945,0.6667,0.4615
Extended BERT ABSA,555,5,laptop,2313,0.2734,0.6485,0.5016,0.7378,0.6954,0.0716
Extended BERT ABSA,555,5,restaurant,3602,0.2734,0.6771,0.4531,0.8026,0.5068,0.05
RoBERTa ABSA,555,1,val,122,1.1111,0.082,0.0539,0.0367,0.125,0.0
RoBERTa ABSA,555,1,in_domain,123,1.1111,0.1138,0.0755,0.0714,0.155,0.0
RoBERTa ABSA,555,1,laptop,2313,1.1111,0.3939,0.2145,0.0901,0.5533,0.0
RoBERTa ABSA,555,1,restaurant,3602,1.1111,0.4639,0.3391,0.5489,0.4684,0.0
RoBERTa ABSA,555,2,val,122,0.8751,0.8525,0.3875,0.9273,0.2353,0.0
RoBERTa ABSA,555,2,in_domain,123,0.8751,0.9106,0.5198,0.9593,0.6,0.0
RoBERTa ABSA,555,2,laptop,2313,0.8751,0.6809,0.5465,0.7565,0.7447,0.1383
RoBERTa ABSA,555,2,restaurant,3602,0.8751,0.6935,0.469,0.8097,0.5643,0.0328
RoBERTa ABSA,555,3,val,122,0.736,0.8525,0.3875,0.9273,0.2353,0.0
RoBERTa ABSA,555,3,in_domain,123,0.736,0.9106,0.5145,0.9554,0.5882,0.0
RoBERTa ABSA,555,3,laptop,2313,0.736,0.6961,0.5533,0.7673,0.7746,0.1179
RoBERTa ABSA,555,3,restaurant,3602,0.736,0.7157,0.5046,0.8257,0.6323,0.0556
RoBERTa ABSA,555,4,val,122,0.3707,0.8361,0.4108,0.9167,0.3158,0.0
RoBERTa ABSA,555,4,in_domain,123,0.3707,0.8943,0.6025,0.9488,0.6364,0.2222
RoBERTa ABSA,555,4,laptop,2313,0.3707,0.7454,0.6612,0.824,0.7903,0.3694
RoBERTa ABSA,555,4,restaurant,3602,0.3707,0.7396,0.5897,0.8505,0.6631,0.2554
RoBERTa ABSA,555,5,val,122,0.4084,0.8361,0.3842,0.9174,0.2353,0.0
RoBERTa ABSA,555,5,in_domain,123,0.4084,0.9106,0.6846,0.9537,0.7,0.4
RoBERTa ABSA,555,5,laptop,2313,0.4084,0.7432,0.6618,0.8232,0.7884,0.3737
RoBERTa ABSA,555,5,restaurant,3602,0.4084,0.7388,0.5898,0.8502,0.6552,0.2641
Standard BERT ABSA,777,1,val,122,1.0709,0.6803,0.3549,0.8148,0.25,0.0
Standard BERT ABSA,777,1,in_domain,123,1.0709,0.8211,0.555,0.8942,0.4375,0.3333
Standard BERT ABSA,777,1,laptop,2313,1.0709,0.4942,0.372,0.6002,0.4875,0.0282
Standard BERT ABSA,777,1,restaurant,3602,1.0709,0.6008,0.2999,0.7515,0.1246,0.0237
Standard BERT ABSA,777,2,val,122,0.9014,0.6557,0.3726,0.7912,0.3265,0.0
Standard BERT ABSA,777,2,in_domain,123,0.9014,0.7724,0.5261,0.86,0.4516,0.2667
Standard BERT ABSA,777,2,laptop,2313,0.9014,0.5586,0.4414,0.644,0.6031,0.0771
Standard BERT ABSA,777,2,restaurant,3602,0.9014,0.633,0.3826,0.7713,0.3142,0.0621
Standard BERT ABSA,777,3,val,122,0.6287,0.7951,0.455,0.8889,0.4762,0.0
Standard BERT ABSA,777,3,in_domain,123,0.6287,0.8211,0.5973,0.8942,0.625,0.2727
Standard BERT ABSA,777,3,laptop,2313,0.6287,0.6122,0.5164,0.7213,0.6346,0.1934
Standard BERT ABSA,777,3,restaurant,3602,0.6287,0.623,0.3547,0.7664,0.2002,0.0976
Standard BERT ABSA,777,4,val,122,0.4161,0.8607,0.4917,0.9296,0.5455,0.0
Standard BERT ABSA,777,4,in_domain,123,0.4161,0.8618,0.4905,0.9259,0.5455,0.0
Standard BERT ABSA,777,4,laptop,2313,0.4161,0.6515,0.5249,0.7483,0.702,0.1244
Standard BERT ABSA,777,4,restaurant,3602,0.4161,0.6605,0.4282,0.7905,0.4186,0.0754
Standard BERT ABSA,777,5,val,122,0.3238,0.8279,0.444,0.9108,0.4211,0.0
Standard BERT ABSA,777,5,in_domain,123,0.3238,0.8943,0.6568,0.9401,0.6667,0.3636
Standard BERT ABSA,777,5,laptop,2313,0.3238,0.6481,0.5389,0.7491,0.6873,0.1804
Standard BERT ABSA,777,5,restaurant,3602,0.3238,0.6491,0.4082,0.7826,0.3491,0.0929
Extended BERT ABSA,777,1,val,122,1.0389,0.7951,0.3521,0.8962,0.16,0.0
Extended BERT ABSA,777,1,in_domain,123,1.0389,0.8699,0.4758,0.9273,0.5,0.0
Extended BERT ABSA,777,1,laptop,2313,1.0389,0.5257,0.3902,0.6038,0.5667,0.0
Extended BERT ABSA,777,1,restaurant,3602,1.0389,0.485,0.3265,0.6391,0.3404,0.0
Extended BERT ABSA,777,2,val,122,0.9009,0.6803,0.3647,0.8085,0.2857,0.0
Extended BERT ABSA,777,2,in_domain,123,0.9009,0.8699,0.5217,0.9252,0.64,0.0
Extended BERT ABSA,777,2,laptop,2313,0.9009,0.4479,0.2999,0.3309,0.5688,0.0
Extended BERT ABSA,777,2,restaurant,3602,0.9009,0.3631,0.2664,0.4135,0.3858,0.0
Extended BERT ABSA,777,3,val,122,0.7155,0.7213,0.3995,0.8394,0.359,0.0
Extended BERT ABSA,777,3,in_domain,123,0.7155,0.8537,0.6522,0.9126,0.6154,0.4286
Extended BERT ABSA,777,3,laptop,2313,0.7155,0.5339,0.3923,0.5699,0.6069,0.0
Extended BERT ABSA,777,3,restaurant,3602,0.7155,0.5178,0.3655,0.6661,0.4303,0.0
Extended BERT ABSA,777,4,val,122,0.4976,0.877,0.4815,0.9444,0.5,0.0
Extended BERT ABSA,777,4,in_domain,123,0.4976,0.8943,0.5359,0.9412,0.6667,0.0
Extended BERT ABSA,777,4,laptop,2313,0.4976,0.6105,0.4553,0.711,0.6507,0.0043
Extended BERT ABSA,777,4,restaurant,3602,0.4976,0.6019,0.4046,0.7549,0.459,0.0
Extended BERT ABSA,777,5,val,122,0.3554,0.8525,0.4835,0.9289,0.5217,0.0
Extended BERT ABSA,777,5,in_domain,123,0.3554,0.8943,0.7015,0.939,0.7368,0.4286
Extended BERT ABSA,777,5,laptop,2313,0.3554,0.6027,0.4515,0.695,0.6508,0.0086
Extended BERT ABSA,777,5,restaurant,3602,0.3554,0.5886,0.4108,0.7436,0.4763,0.0123
RoBERTa ABSA,777,1,val,122,1.1019,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,777,1,in_domain,123,1.1019,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,777,1,laptop,2313,1.1019,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,777,1,restaurant,3602,1.1019,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,777,2,val,122,1.0178,0.8115,0.4274,0.9073,0.375,0.0
RoBERTa ABSA,777,2,in_domain,123,1.0178,0.8943,0.5046,0.9537,0.56,0.0
RoBERTa ABSA,777,2,laptop,2313,1.0178,0.7177,0.5324,0.812,0.7809,0.0043
RoBERTa ABSA,777,2,restaurant,3602,1.0178,0.7424,0.5199,0.8552,0.7045,0.0
RoBERTa ABSA,777,3,val,122,0.9,0.8607,0.457,0.9266,0.4444,0.0
RoBERTa ABSA,777,3,in_domain,123,0.9,0.9106,0.5288,0.955,0.6316,0.0
RoBERTa ABSA,777,3,laptop,2313,0.9,0.7449,0.6758,0.8212,0.7934,0.413
RoBERTa ABSA,777,3,restaurant,3602,0.9,0.7338,0.5611,0.8471,0.6692,0.1669
RoBERTa ABSA,777,4,val,122,0.5279,0.8525,0.4186,0.9224,0.3333,0.0
RoBERTa ABSA,777,4,in_domain,123,0.5279,0.9024,0.5167,0.9502,0.6,0.0
RoBERTa ABSA,777,4,laptop,2313,0.5279,0.7466,0.6843,0.8132,0.7943,0.4453
RoBERTa ABSA,777,4,restaurant,3602,0.5279,0.7326,0.5629,0.8422,0.6631,0.1834
RoBERTa ABSA,777,5,val,122,0.4439,0.8525,0.442,0.9259,0.4,0.0
RoBERTa ABSA,777,5,in_domain,123,0.4439,0.9024,0.5287,0.9498,0.6364,0.0
RoBERTa ABSA,777,5,laptop,2313,0.4439,0.7575,0.7021,0.8273,0.8028,0.4762
RoBERTa ABSA,777,5,restaurant,3602,0.4439,0.7401,0.5862,0.8513,0.6727,0.2345
Standard BERT ABSA,999,1,val,122,1.0984,0.8115,0.4162,0.9038,0.3448,0.0
Standard BERT ABSA,999,1,in_domain,123,1.0984,0.9106,0.5501,0.9502,0.7,0.0
Standard BERT ABSA,999,1,laptop,2313,1.0984,0.5309,0.3908,0.5694,0.6031,0.0
Standard BERT ABSA,999,1,restaurant,3602,1.0984,0.3842,0.2808,0.4798,0.3628,0.0
Standard BERT ABSA,999,2,val,122,0.8411,0.8607,0.4906,0.9333,0.5385,0.0
Standard BERT ABSA,999,2,in_domain,123,0.8411,0.9106,0.5664,0.9493,0.75,0.0
Standard BERT ABSA,999,2,laptop,2313,0.8411,0.6057,0.4498,0.6868,0.6626,0.0
Standard BERT ABSA,999,2,restaurant,3602,0.8411,0.5375,0.3825,0.6814,0.4662,0.0
Standard BERT ABSA,999,3,val,122,0.5121,0.7705,0.5023,0.8731,0.5385,0.0952
Standard BERT ABSA,999,3,in_domain,123,0.5121,0.8049,0.6527,0.8788,0.8571,0.2222
Standard BERT ABSA,999,3,laptop,2313,0.5121,0.6589,0.5071,0.7611,0.7079,0.0523
Standard BERT ABSA,999,3,restaurant,3602,0.5121,0.631,0.4709,0.7754,0.5428,0.0944
Standard BERT ABSA,999,4,val,122,0.2886,0.8279,0.4548,0.91,0.4545,0.0
Standard BERT ABSA,999,4,in_domain,123,0.2886,0.8943,0.6628,0.9439,0.7368,0.3077
Standard BERT ABSA,999,4,laptop,2313,0.2886,0.6822,0.5141,0.7894,0.7274,0.0255
Standard BERT ABSA,999,4,restaurant,3602,0.2886,0.6716,0.4754,0.8135,0.5793,0.0334
Standard BERT ABSA,999,5,val,122,0.2387,0.8279,0.4164,0.9159,0.3333,0.0
Standard BERT ABSA,999,5,in_domain,123,0.2387,0.9024,0.6461,0.9498,0.625,0.3636
Standard BERT ABSA,999,5,laptop,2313,0.2387,0.6935,0.5288,0.798,0.7381,0.0503
Standard BERT ABSA,999,5,restaurant,3602,0.2387,0.6777,0.4838,0.8162,0.5752,0.06
Extended BERT ABSA,999,1,val,122,1.1247,0.5656,0.3669,0.7126,0.2632,0.125
Extended BERT ABSA,999,1,in_domain,123,1.1247,0.7236,0.5049,0.8265,0.5455,0.1429
Extended BERT ABSA,999,1,laptop,2313,1.1247,0.5015,0.3756,0.5694,0.5446,0.0127
Extended BERT ABSA,999,1,restaurant,3602,1.1247,0.5686,0.3079,0.7229,0.1916,0.0091
Extended BERT ABSA,999,2,val,122,0.914,0.7705,0.4062,0.8756,0.3429,0.0
Extended BERT ABSA,999,2,in_domain,123,0.914,0.8618,0.4811,0.9217,0.5217,0.0
Extended BERT ABSA,999,2,laptop,2313,0.914,0.4968,0.3665,0.538,0.5616,0.0
Extended BERT ABSA,999,2,restaurant,3602,0.914,0.5092,0.3149,0.6661,0.2787,0.0
Extended BERT ABSA,999,3,val,122,0.762,0.7623,0.3458,0.8708,0.1667,0.0
Extended BERT ABSA,999,3,in_domain,123,0.762,0.8455,0.5144,0.9116,0.6316,0.0
Extended BERT ABSA,999,3,laptop,2313,0.762,0.54,0.4056,0.6183,0.5814,0.0172
Extended BERT ABSA,999,3,restaurant,3602,0.762,0.56,0.3261,0.717,0.2428,0.0184
Extended BERT ABSA,999,4,val,122,0.5461,0.8197,0.4022,0.9065,0.3,0.0
Extended BERT ABSA,999,4,in_domain,123,0.5461,0.8618,0.5072,0.9217,0.6,0.0
Extended BERT ABSA,999,4,laptop,2313,0.5461,0.5707,0.4248,0.6651,0.6007,0.0086
Extended BERT ABSA,999,4,restaurant,3602,0.5461,0.5924,0.3319,0.7424,0.247,0.0063
Extended BERT ABSA,999,5,val,122,0.4189,0.8115,0.4214,0.9005,0.3636,0.0
Extended BERT ABSA,999,5,in_domain,123,0.4189,0.8537,0.5785,0.9151,0.6667,0.1538
Extended BERT ABSA,999,5,laptop,2313,0.4189,0.5806,0.4344,0.6735,0.6169,0.0128
Extended BERT ABSA,999,5,restaurant,3602,0.4189,0.6002,0.3497,0.7477,0.2888,0.0125
RoBERTa ABSA,999,1,val,122,1.1389,0.8852,0.3869,0.9386,0.2222,0.0
RoBERTa ABSA,999,1,in_domain,123,1.1389,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,999,1,laptop,2313,1.1389,0.4859,0.3089,0.6249,0.3018,0.0
RoBERTa ABSA,999,1,restaurant,3602,1.1389,0.6019,0.2633,0.7522,0.0377,0.0
RoBERTa ABSA,999,2,val,122,1.075,0.6885,0.3779,0.8261,0.3077,0.0
RoBERTa ABSA,999,2,in_domain,123,1.075,0.7561,0.4331,0.8646,0.4348,0.0
RoBERTa ABSA,999,2,laptop,2313,1.075,0.6688,0.5024,0.7545,0.7314,0.0213
RoBERTa ABSA,999,2,restaurant,3602,1.075,0.716,0.4958,0.8346,0.6529,0.0
RoBERTa ABSA,999,3,val,122,0.812,0.8607,0.4267,0.9273,0.3529,0.0
RoBERTa ABSA,999,3,in_domain,123,0.812,0.9106,0.5288,0.955,0.6316,0.0
RoBERTa ABSA,999,3,laptop,2313,0.812,0.693,0.5704,0.7605,0.7604,0.1901
RoBERTa ABSA,999,3,restaurant,3602,0.812,0.6952,0.471,0.8109,0.5663,0.0358
RoBERTa ABSA,999,4,val,122,0.5103,0.8033,0.4695,0.8942,0.381,0.1333
RoBERTa ABSA,999,4,in_domain,123,0.5103,0.9106,0.7218,0.9533,0.6667,0.5455
RoBERTa ABSA,999,4,laptop,2313,0.5103,0.7298,0.6952,0.8247,0.77,0.4909
RoBERTa ABSA,999,4,restaurant,3602,0.5103,0.7335,0.6113,0.8548,0.6342,0.345
RoBERTa ABSA,999,5,val,122,0.3307,0.8115,0.4744,0.8995,0.381,0.1429
RoBERTa ABSA,999,5,in_domain,123,0.3307,0.9024,0.6632,0.9533,0.6364,0.4
RoBERTa ABSA,999,5,laptop,2313,0.3307,0.7466,0.7055,0.8275,0.7979,0.4912
RoBERTa ABSA,999,5,restaurant,3602,0.3307,0.746,0.6272,0.8589,0.6739,0.3487
Standard BERT ABSA,1234,1,val,122,1.0804,0.7377,0.3824,0.8615,0.2857,0.0
Standard BERT ABSA,1234,1,in_domain,123,1.0804,0.8455,0.4577,0.9116,0.4615,0.0
Standard BERT ABSA,1234,1,laptop,2313,1.0804,0.4604,0.3178,0.5878,0.3654,0.0
Standard BERT ABSA,1234,1,restaurant,3602,1.0804,0.6141,0.3647,0.7595,0.3346,0.0
Standard BERT ABSA,1234,2,val,122,0.8798,0.7541,0.4214,0.8643,0.4,0.0
Standard BERT ABSA,1234,2,in_domain,123,0.8798,0.8699,0.6661,0.9282,0.7368,0.3333
Standard BERT ABSA,1234,2,laptop,2313,0.8798,0.5275,0.4026,0.633,0.5187,0.0563
Standard BERT ABSA,1234,2,restaurant,3602,0.8798,0.6308,0.4244,0.7794,0.3369,0.1569
Standard BERT ABSA,1234,3,val,122,0.5831,0.8361,0.4652,0.9194,0.4762,0.0
Standard BERT ABSA,1234,3,in_domain,123,0.5831,0.9187,0.7438,0.9537,0.7778,0.5
Standard BERT ABSA,1234,3,laptop,2313,0.5831,0.6066,0.4492,0.6983,0.6364,0.0129
Standard BERT ABSA,1234,3,restaurant,3602,0.5831,0.6627,0.4199,0.795,0.4374,0.0274
Standard BERT ABSA,1234,4,val,122,0.4117,0.8525,0.449,0.9259,0.4211,0.0
Standard BERT ABSA,1234,4,in_domain,123,0.4117,0.9268,0.7222,0.9636,0.6316,0.5714
Standard BERT ABSA,1234,4,laptop,2313,0.4117,0.636,0.474,0.7201,0.6848,0.0172
Standard BERT ABSA,1234,4,restaurant,3602,0.4117,0.6752,0.442,0.8014,0.4973,0.0272
Standard BERT ABSA,1234,5,val,122,0.2513,0.8279,0.4517,0.9108,0.4444,0.0
Standard BERT ABSA,1234,5,in_domain,123,0.2513,0.8943,0.6704,0.9444,0.6667,0.4
Standard BERT ABSA,1234,5,laptop,2313,0.2513,0.6316,0.4918,0.7177,0.6813,0.0765
Standard BERT ABSA,1234,5,restaurant,3602,0.2513,0.6718,0.4688,0.8039,0.4594,0.143
Extended BERT ABSA,1234,1,val,122,1.0791,0.8115,0.3602,0.9065,0.1739,0.0
Extended BERT ABSA,1234,1,in_domain,123,1.0791,0.878,0.4591,0.9327,0.4444,0.0
Extended BERT ABSA,1234,1,laptop,2313,1.0791,0.4998,0.3434,0.6251,0.4051,0.0
Extended BERT ABSA,1234,1,restaurant,3602,1.0791,0.5644,0.284,0.7256,0.1264,0.0
Extended BERT ABSA,1234,2,val,122,0.9156,0.7705,0.3714,0.8835,0.2308,0.0
Extended BERT ABSA,1234,2,in_domain,123,0.9156,0.8211,0.5333,0.8952,0.5714,0.1333
Extended BERT ABSA,1234,2,laptop,2313,0.9156,0.5543,0.4146,0.6603,0.5668,0.0166
Extended BERT ABSA,1234,2,restaurant,3602,0.9156,0.5436,0.3099,0.7066,0.22,0.0031
Extended BERT ABSA,1234,3,val,122,0.6941,0.7295,0.4014,0.8454,0.359,0.0
Extended BERT ABSA,1234,3,in_domain,123,0.6941,0.8618,0.652,0.9187,0.6087,0.4286
Extended BERT ABSA,1234,3,laptop,2313,0.6941,0.5772,0.4315,0.6644,0.626,0.0042
Extended BERT ABSA,1234,3,restaurant,3602,0.6941,0.5836,0.3806,0.7404,0.3805,0.021
Extended BERT ABSA,1234,4,val,122,0.4694,0.8443,0.4618,0.9238,0.4615,0.0
Extended BERT ABSA,1234,4,in_domain,123,0.4694,0.8943,0.5941,0.9412,0.5556,0.2857
Extended BERT ABSA,1234,4,laptop,2313,0.4694,0.623,0.4623,0.7275,0.6594,0.0
Extended BERT ABSA,1234,4,restaurant,3602,0.4694,0.6224,0.3778,0.7714,0.3499,0.0122
Extended BERT ABSA,1234,5,val,122,0.3288,0.8197,0.4405,0.9048,0.4167,0.0
Extended BERT ABSA,1234,5,in_domain,123,0.3288,0.9106,0.7055,0.9498,0.6667,0.5
Extended BERT ABSA,1234,5,laptop,2313,0.3288,0.6295,0.4716,0.736,0.6663,0.0124
Extended BERT ABSA,1234,5,restaurant,3602,0.3288,0.6219,0.3831,0.7742,0.3298,0.0453
RoBERTa ABSA,1234,1,val,122,1.1281,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,1234,1,in_domain,123,1.1281,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,1234,1,laptop,2313,1.1281,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,1234,1,restaurant,3602,1.1281,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,1234,2,val,122,1.0469,0.8115,0.4004,0.9048,0.2963,0.0
RoBERTa ABSA,1234,2,in_domain,123,1.0469,0.8699,0.4952,0.934,0.5517,0.0
RoBERTa ABSA,1234,2,laptop,2313,1.0469,0.626,0.4603,0.7082,0.6728,0.0
RoBERTa ABSA,1234,2,restaurant,3602,1.0469,0.6183,0.3024,0.7611,0.1461,0.0
RoBERTa ABSA,1234,3,val,122,0.8265,0.8197,0.425,0.9048,0.3704,0.0
RoBERTa ABSA,1234,3,in_domain,123,0.8265,0.8862,0.5078,0.9401,0.5833,0.0
RoBERTa ABSA,1234,3,laptop,2313,0.8265,0.6814,0.5044,0.7562,0.7572,0.0
RoBERTa ABSA,1234,3,restaurant,3602,0.8265,0.6743,0.4255,0.7931,0.4834,0.0
RoBERTa ABSA,1234,4,val,122,0.6649,0.8033,0.3789,0.9014,0.2353,0.0
RoBERTa ABSA,1234,4,in_domain,123,0.6649,0.8618,0.6219,0.9245,0.5882,0.3529
RoBERTa ABSA,1234,4,laptop,2313,0.6649,0.7051,0.6171,0.789,0.7557,0.3066
RoBERTa ABSA,1234,4,restaurant,3602,0.6649,0.6866,0.5074,0.8091,0.4983,0.2147
RoBERTa ABSA,1234,5,val,122,0.5358,0.8443,0.3815,0.9224,0.2222,0.0
RoBERTa ABSA,1234,5,in_domain,123,0.5358,0.9106,0.6767,0.9541,0.6316,0.4444
RoBERTa ABSA,1234,5,laptop,2313,0.5358,0.7038,0.5817,0.7802,0.7674,0.1975
RoBERTa ABSA,1234,5,restaurant,3602,0.5358,0.6971,0.5022,0.8121,0.545,0.1496
Standard BERT ABSA,2023,1,val,122,1.1281,0.6475,0.2957,0.7817,0.0,0.1053
Standard BERT ABSA,2023,1,in_domain,123,1.1281,0.5772,0.348,0.7174,0.1667,0.16
Standard BERT ABSA,2023,1,laptop,2313,1.1281,0.438,0.2307,0.601,0.0825,0.0086
Standard BERT ABSA,2023,1,restaurant,3602,1.1281,0.6024,0.2748,0.7544,0.0493,0.0208
Standard BERT ABSA,2023,2,val,122,0.9384,0.4836,0.3389,0.6289,0.2545,0.1333
Standard BERT ABSA,2023,2,in_domain,123,0.9384,0.5854,0.4626,0.7018,0.5,0.186
Standard BERT ABSA,2023,2,laptop,2313,0.9384,0.4721,0.3479,0.5579,0.4816,0.0043
Standard BERT ABSA,2023,2,restaurant,3602,0.9384,0.5564,0.3759,0.7001,0.4183,0.0093
Standard BERT ABSA,2023,3,val,122,0.6994,0.6721,0.3511,0.8085,0.2449,0.0
Standard BERT ABSA,2023,3,in_domain,123,0.6994,0.7967,0.5126,0.878,0.4375,0.2222
Standard BERT ABSA,2023,3,laptop,2313,0.6994,0.5296,0.3914,0.6088,0.5655,0.0
Standard BERT ABSA,2023,3,restaurant,3602,0.6994,0.6197,0.408,0.7596,0.4645,0.0
Standard BERT ABSA,2023,4,val,122,0.4937,0.8033,0.4079,0.9038,0.32,0.0
Standard BERT ABSA,2023,4,in_domain,123,0.4937,0.8699,0.5753,0.9259,0.6,0.2
Standard BERT ABSA,2023,4,laptop,2313,0.4937,0.5638,0.4139,0.6648,0.5726,0.0042
Standard BERT ABSA,2023,4,restaurant,3602,0.4937,0.6499,0.4064,0.788,0.4016,0.0295
