model,seed,epoch,domain,n_examples,train_loss,accuracy,macro_f1,positive_f1,negative_f1,neutral_f1
Extended BERT ABSA,50,7,val,122,0.0231,0.8525,0.42,0.9266,0.3333,0.0
Extended BERT ABSA,50,7,in_domain,123,0.0231,0.878,0.479,0.9369,0.5,0.0
Extended BERT ABSA,50,7,laptop,2313,0.0231,0.6969,0.5709,0.796,0.734,0.1828
Extended BERT ABSA,50,7,restaurant,3602,0.0231,0.7029,0.5366,0.8258,0.5759,0.2081
Extended BERT ABSA,50,8,val,122,0.0123,0.8443,0.4027,0.9224,0.2857,0.0
Extended BERT ABSA,50,8,in_domain,123,0.0123,0.8862,0.5787,0.9412,0.4615,0.3333
Extended BERT ABSA,50,8,laptop,2313,0.0123,0.6831,0.6034,0.7973,0.7037,0.3094
Extended BERT ABSA,50,8,restaurant,3602,0.0123,0.6857,0.5532,0.8199,0.4894,0.3504
Extended BERT ABSA,50,9,val,122,0.0073,0.8525,0.4043,0.9273,0.2857,0.0
Extended BERT ABSA,50,9,in_domain,123,0.0073,0.8862,0.5874,0.9369,0.4615,0.3636
Extended BERT ABSA,50,9,laptop,2313,0.0073,0.6887,0.605,0.7994,0.7095,0.3059
Extended BERT ABSA,50,9,restaurant,3602,0.0073,0.6893,0.551,0.8208,0.5043,0.3279
Extended BERT ABSA,50,10,val,122,0.0049,0.8443,0.3963,0.9224,0.2667,0.0
Extended BERT ABSA,50,10,in_domain,123,0.0049,0.8862,0.5787,0.9412,0.4615,0.3333
Extended BERT ABSA,50,10,laptop,2313,0.0049,0.6887,0.6073,0.801,0.7112,0.3098
Extended BERT ABSA,50,10,restaurant,3602,0.0049,0.6871,0.5552,0.8208,0.5097,0.3351
RoBERTa ABSA,50,1,val,122,1.1046,0.2049,0.1386,0.2742,0.1416,0.0
RoBERTa ABSA,50,1,in_domain,123,1.1046,0.2602,0.1729,0.3385,0.1802,0.0
RoBERTa ABSA,50,1,laptop,2313,1.1046,0.39,0.2076,0.0695,0.5534,0.0
RoBERTa ABSA,50,1,restaurant,3602,1.1046,0.2865,0.1944,0.1998,0.3836,0.0
RoBERTa ABSA,50,2,val,122,1.0227,0.8197,0.4392,0.9038,0.4138,0.0
RoBERTa ABSA,50,2,in_domain,123,1.0227,0.8618,0.4722,0.934,0.4828,0.0
RoBERTa ABSA,50,2,laptop,2313,1.0227,0.7051,0.5271,0.7895,0.7748,0.0171
RoBERTa ABSA,50,2,restaurant,3602,1.0227,0.7052,0.4899,0.8224,0.5983,0.049
RoBERTa ABSA,50,3,val,122,0.6677,0.8197,0.425,0.9048,0.3704,0.0
RoBERTa ABSA,50,3,in_domain,123,0.6677,0.878,0.4875,0.9439,0.5185,0.0
RoBERTa ABSA,50,3,laptop,2313,0.6677,0.7095,0.5284,0.8018,0.7704,0.013
RoBERTa ABSA,50,3,restaurant,3602,0.6677,0.7185,0.4955,0.8279,0.6553,0.0031
RoBERTa ABSA,50,4,val,122,0.4818,0.8689,0.3638,0.9375,0.1538,0.0
RoBERTa ABSA,50,4,in_domain,123,0.4818,0.9024,0.5021,0.9507,0.5556,0.0
RoBERTa ABSA,50,4,laptop,2313,0.4818,0.7181,0.5947,0.7925,0.7718,0.2197
RoBERTa ABSA,50,4,restaurant,3602,0.4818,0.706,0.4994,0.8214,0.5884,0.0884
RoBERTa ABSA,50,5,val,122,0.5613,0.877,0.4387,0.9412,0.375,0.0
RoBERTa ABSA,50,5,in_domain,123,0.5613,0.9106,0.6159,0.9589,0.6667,0.2222
RoBERTa ABSA,50,5,laptop,2313,0.5613,0.7376,0.6722,0.814,0.7824,0.4201
RoBERTa ABSA,50,5,restaurant,3602,0.5613,0.7288,0.5897,0.8451,0.6175,0.3066
RoBERTa ABSA,50,6,val,122,0.3462,0.877,0.4151,0.9375,0.3077,0.0
RoBERTa ABSA,50,6,in_domain,123,0.3462,0.9024,0.607,0.9459,0.625,0.25
RoBERTa ABSA,50,6,laptop,2313,0.3462,0.709,0.6461,0.8052,0.7356,0.3976
RoBERTa ABSA,50,6,restaurant,3602,0.3462,0.7071,0.5568,0.839,0.5056,0.3257
RoBERTa ABSA,50,7,val,122,0.1341,0.877,0.4091,0.9417,0.2857,0.0
RoBERTa ABSA,50,7,in_domain,123,0.1341,0.8943,0.5902,0.9455,0.625,0.2
RoBERTa ABSA,50,7,laptop,2313,0.1341,0.7358,0.6639,0.8207,0.7768,0.3941
RoBERTa ABSA,50,7,restaurant,3602,0.1341,0.7296,0.6024,0.8469,0.5933,0.367
RoBERTa ABSA,50,8,val,122,0.0511,0.8689,0.4455,0.9364,0.4,0.0
RoBERTa ABSA,50,8,in_domain,123,0.0511,0.8943,0.5902,0.9455,0.625,0.2
RoBERTa ABSA,50,8,laptop,2313,0.0511,0.7307,0.6798,0.8229,0.7586,0.4579
RoBERTa ABSA,50,8,restaurant,3602,0.0511,0.7199,0.59,0.8473,0.5357,0.3871
RoBERTa ABSA,50,9,val,122,0.0364,0.8689,0.4455,0.9364,0.4,0.0
RoBERTa ABSA,50,9,in_domain,123,0.0364,0.8862,0.5825,0.9406,0.625,0.1818
RoBERTa ABSA,50,9,laptop,2313,0.0364,0.7233,0.6736,0.8237,0.7477,0.4496
RoBERTa ABSA,50,9,restaurant,3602,0.0364,0.7171,0.5875,0.8479,0.5107,0.4039
RoBERTa ABSA,50,10,val,122,0.0679,0.8689,0.4455,0.9364,0.4,0.0
RoBERTa ABSA,50,10,in_domain,123,0.0679,0.878,0.573,0.9401,0.625,0.1538
RoBERTa ABSA,50,10,laptop,2313,0.0679,0.7211,0.6734,0.8222,0.7469,0.4511
RoBERTa ABSA,50,10,restaurant,3602,0.0679,0.7165,0.5916,0.849,0.5086,0.4174
Extended BERT ABSA,99,1,val,122,1.0749,0.5,0.3511,0.6503,0.3077,0.0952
Extended BERT ABSA,99,1,in_domain,123,1.0749,0.5203,0.4107,0.6467,0.4286,0.1569
Extended BERT ABSA,99,1,laptop,2313,1.0749,0.4293,0.427,0.5254,0.4167,0.3388
Extended BERT ABSA,99,1,restaurant,3602,1.0749,0.4395,0.3855,0.5769,0.3524,0.2273
Extended BERT ABSA,99,2,val,122,0.8541,0.5902,0.3724,0.7429,0.3077,0.0667
Extended BERT ABSA,99,2,in_domain,123,0.8541,0.626,0.4999,0.7416,0.6154,0.1429
Extended BERT ABSA,99,2,laptop,2313,0.8541,0.5508,0.4351,0.5936,0.6241,0.0878
Extended BERT ABSA,99,2,restaurant,3602,0.8541,0.5972,0.4658,0.7449,0.5109,0.1416
Extended BERT ABSA,99,3,val,122,0.5281,0.7459,0.3949,0.8585,0.2353,0.0909
Extended BERT ABSA,99,3,in_domain,123,0.5281,0.8049,0.5967,0.8835,0.6667,0.24
Extended BERT ABSA,99,3,laptop,2313,0.5281,0.6658,0.5264,0.7562,0.712,0.1111
Extended BERT ABSA,99,3,restaurant,3602,0.5281,0.6866,0.4828,0.8096,0.5391,0.0996
Extended BERT ABSA,99,4,val,122,0.3138,0.8361,0.45,0.9151,0.4348,0.0
Extended BERT ABSA,99,4,in_domain,123,0.3138,0.9187,0.5635,0.9633,0.7273,0.0
Extended BERT ABSA,99,4,laptop,2313,0.3138,0.6887,0.5429,0.7938,0.7268,0.108
Extended BERT ABSA,99,4,restaurant,3602,0.3138,0.7129,0.51,0.8366,0.6258,0.0676
Extended BERT ABSA,99,5,val,122,0.2062,0.8443,0.3894,0.9182,0.25,0.0
Extended BERT ABSA,99,5,in_domain,123,0.2062,0.9024,0.4948,0.9511,0.5333,0.0
Extended BERT ABSA,99,5,laptop,2313,0.2062,0.6796,0.5309,0.7724,0.7252,0.095
Extended BERT ABSA,99,5,restaurant,3602,0.2062,0.6943,0.482,0.815,0.5572,0.0739
Extended BERT ABSA,99,6,val,122,0.0822,0.8279,0.4384,0.9151,0.4,0.0
Extended BERT ABSA,99,6,in_domain,123,0.0822,0.9106,0.6736,0.9541,0.6667,0.4
Extended BERT ABSA,99,6,laptop,2313,0.0822,0.6917,0.5802,0.7959,0.7327,0.2121
Extended BERT ABSA,99,6,restaurant,3602,0.0822,0.7074,0.5396,0.8336,0.6089,0.1764
Extended BERT ABSA,99,7,val,122,0.014,0.8279,0.4384,0.9151,0.4,0.0
Extended BERT ABSA,99,7,in_domain,123,0.014,0.8943,0.6011,0.9417,0.4615,0.4
Extended BERT ABSA,99,7,laptop,2313,0.014,0.6792,0.6071,0.7895,0.7068,0.3249
Extended BERT ABSA,99,7,restaurant,3602,0.014,0.6952,0.5551,0.8275,0.5554,0.2825
Extended BERT ABSA,99,8,val,122,0.0083,0.8361,0.4181,0.9209,0.3333,0.0
Extended BERT ABSA,99,8,in_domain,123,0.0083,0.9024,0.6175,0.9464,0.4615,0.4444
Extended BERT ABSA,99,8,laptop,2313,0.0083,0.6844,0.586,0.7864,0.7196,0.2519
Extended BERT ABSA,99,8,restaurant,3602,0.0083,0.6968,0.5353,0.8256,0.5587,0.2217
Extended BERT ABSA,99,9,val,122,0.0031,0.8361,0.3906,0.9217,0.25,0.0
Extended BERT ABSA,99,9,in_domain,123,0.0031,0.9024,0.6175,0.9464,0.4615,0.4444
Extended BERT ABSA,99,9,laptop,2313,0.0031,0.6779,0.5893,0.7852,0.7104,0.2725
Extended BERT ABSA,99,9,restaurant,3602,0.0031,0.6954,0.5433,0.8265,0.5523,0.251
Extended BERT ABSA,99,10,val,122,0.0027,0.8361,0.3906,0.9217,0.25,0.0
Extended BERT ABSA,99,10,in_domain,123,0.0027,0.9024,0.6175,0.9464,0.4615,0.4444
Extended BERT ABSA,99,10,laptop,2313,0.0027,0.6775,0.589,0.7845,0.7105,0.2721
Extended BERT ABSA,99,10,restaurant,3602,0.0027,0.6949,0.5429,0.8266,0.5502,0.2518
RoBERTa ABSA,99,1,val,122,1.1024,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,99,1,in_domain,123,1.1024,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,99,1,laptop,2313,1.1024,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,99,1,restaurant,3602,1.1024,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,99,2,val,122,1.0476,0.877,0.3129,0.9386,0.0,0.0
RoBERTa ABSA,99,2,in_domain,123,1.0476,0.878,0.3144,0.9432,0.0,0.0
RoBERTa ABSA,99,2,laptop,2313,1.0476,0.572,0.4271,0.6798,0.54,0.0614
RoBERTa ABSA,99,2,restaurant,3602,1.0476,0.6205,0.3207,0.7654,0.1501,0.0465
RoBERTa ABSA,99,3,val,122,0.7389,0.8115,0.4189,0.8995,0.3571,0.0
RoBERTa ABSA,99,3,in_domain,123,0.7389,0.8943,0.5109,0.9493,0.5833,0.0
RoBERTa ABSA,99,3,laptop,2313,0.7389,0.7259,0.5817,0.8128,0.7776,0.1548
RoBERTa ABSA,99,3,restaurant,3602,0.7389,0.7301,0.5161,0.8409,0.677,0.0304
RoBERTa ABSA,99,4,val,122,0.5707,0.8607,0.394,0.9321,0.25,0.0
RoBERTa ABSA,99,4,in_domain,123,0.5707,0.9024,0.5273,0.9502,0.6316,0.0
RoBERTa ABSA,99,4,laptop,2313,0.5707,0.7367,0.6856,0.8143,0.7803,0.4623
RoBERTa ABSA,99,4,restaurant,3602,0.5707,0.7182,0.5745,0.8357,0.5933,0.2945
RoBERTa ABSA,99,5,val,122,0.6371,0.8689,0.4012,0.9369,0.2667,0.0
RoBERTa ABSA,99,5,in_domain,123,0.6371,0.9106,0.5288,0.955,0.6316,0.0
RoBERTa ABSA,99,5,laptop,2313,0.6371,0.7047,0.545,0.7701,0.7905,0.0744
RoBERTa ABSA,99,5,restaurant,3602,0.6371,0.7157,0.4952,0.8235,0.6406,0.0216
RoBERTa ABSA,99,6,val,122,0.4072,0.877,0.4091,0.9417,0.2857,0.0
RoBERTa ABSA,99,6,in_domain,123,0.4072,0.9024,0.5499,0.9498,0.7,0.0
RoBERTa ABSA,99,6,laptop,2313,0.4072,0.7389,0.6824,0.8079,0.7858,0.4534
RoBERTa ABSA,99,6,restaurant,3602,0.4072,0.7393,0.6062,0.8468,0.6565,0.3152
RoBERTa ABSA,99,7,val,122,0.2021,0.8607,0.3622,0.9327,0.1538,0.0
RoBERTa ABSA,99,7,in_domain,123,0.2021,0.8943,0.5128,0.9502,0.5882,0.0
RoBERTa ABSA,99,7,laptop,2313,0.2021,0.7276,0.6799,0.8099,0.776,0.4539
RoBERTa ABSA,99,7,restaurant,3602,0.2021,0.7313,0.6115,0.8467,0.614,0.3738
RoBERTa ABSA,99,8,val,122,0.0438,0.8443,0.4249,0.9217,0.3529,0.0
RoBERTa ABSA,99,8,in_domain,123,0.0438,0.8862,0.5926,0.9444,0.6667,0.1667
RoBERTa ABSA,99,8,laptop,2313,0.0438,0.7259,0.6831,0.8098,0.777,0.4625
RoBERTa ABSA,99,8,restaurant,3602,0.0438,0.7351,0.6323,0.8524,0.6295,0.4151
RoBERTa ABSA,99,9,val,122,0.0493,0.8852,0.4486,0.9459,0.4,0.0
RoBERTa ABSA,99,9,in_domain,123,0.0493,0.8943,0.5114,0.9459,0.5882,0.0
RoBERTa ABSA,99,9,laptop,2313,0.0493,0.7276,0.6766,0.81,0.7714,0.4482
RoBERTa ABSA,99,9,restaurant,3602,0.0493,0.7343,0.607,0.8495,0.6163,0.3551
RoBERTa ABSA,99,10,val,122,0.0532,0.8852,0.4486,0.9459,0.4,0.0
RoBERTa ABSA,99,10,in_domain,123,0.0532,0.8943,0.5143,0.9545,0.5882,0.0
RoBERTa ABSA,99,10,laptop,2313,0.0532,0.7272,0.6794,0.8108,0.7735,0.4539
RoBERTa ABSA,99,10,restaurant,3602,0.0532,0.7321,0.6129,0.8482,0.6186,0.3721
Extended BERT ABSA,100,1,val,122,1.0943,0.7951,0.3529,0.892,0.1667,0.0
Extended BERT ABSA,100,1,in_domain,123,1.0943,0.878,0.4678,0.9327,0.4706,0.0
Extended BERT ABSA,100,1,laptop,2313,1.0943,0.4674,0.2927,0.6115,0.2665,0.0
Extended BERT ABSA,100,1,restaurant,3602,1.0943,0.6055,0.3103,0.7517,0.1668,0.0124
Extended BERT ABSA,100,2,val,122,0.9127,0.6148,0.3757,0.7568,0.3704,0.0
Extended BERT ABSA,100,2,in_domain,123,0.9127,0.6341,0.4624,0.7568,0.4444,0.186
Extended BERT ABSA,100,2,laptop,2313,0.9127,0.5867,0.4324,0.6843,0.6085,0.0043
Extended BERT ABSA,100,2,restaurant,3602,0.9127,0.6355,0.3818,0.7711,0.365,0.0093
Extended BERT ABSA,100,3,val,122,0.684,0.6639,0.396,0.7978,0.3902,0.0
Extended BERT ABSA,100,3,in_domain,123,0.684,0.7561,0.5949,0.8421,0.6667,0.2759
Extended BERT ABSA,100,3,laptop,2313,0.684,0.5966,0.4466,0.6714,0.6554,0.0129
Extended BERT ABSA,100,3,restaurant,3602,0.684,0.6607,0.4719,0.7987,0.5693,0.0475
Extended BERT ABSA,100,4,val,122,0.3507,0.8852,0.5148,0.9444,0.6,0.0
Extended BERT ABSA,100,4,in_domain,123,0.3507,0.8862,0.4968,0.945,0.5455,0.0
Extended BERT ABSA,100,4,laptop,2313,0.3507,0.6818,0.5211,0.7691,0.7354,0.0588
Extended BERT ABSA,100,4,restaurant,3602,0.3507,0.7027,0.488,0.8255,0.5966,0.0419
Extended BERT ABSA,100,5,val,122,0.2256,0.8689,0.4784,0.9352,0.5,0.0
Extended BERT ABSA,100,5,in_domain,123,0.2256,0.8699,0.4707,0.9358,0.4762,0.0
Extended BERT ABSA,100,5,laptop,2313,0.2256,0.6922,0.5565,0.7802,0.7407,0.1486
Extended BERT ABSA,100,5,restaurant,3602,0.2256,0.7063,0.525,0.8303,0.5942,0.1505
Extended BERT ABSA,100,6,val,122,0.0796,0.8689,0.4371,0.9364,0.375,0.0
Extended BERT ABSA,100,6,in_domain,123,0.0796,0.9024,0.6499,0.9498,0.5556,0.4444
Extended BERT ABSA,100,6,laptop,2313,0.0796,0.6974,0.5742,0.7854,0.7438,0.1935
Extended BERT ABSA,100,6,restaurant,3602,0.0796,0.7085,0.5446,0.8338,0.5879,0.212
Extended BERT ABSA,100,7,val,122,0.0528,0.8607,0.3622,0.9327,0.1538,0.0
Extended BERT ABSA,100,7,in_domain,123,0.0528,0.9024,0.578,0.9507,0.5333,0.25
Extended BERT ABSA,100,7,laptop,2313,0.0528,0.6848,0.5836,0.776,0.7185,0.2564
Extended BERT ABSA,100,7,restaurant,3602,0.0528,0.7032,0.5419,0.83,0.5475,0.2484
Extended BERT ABSA,100,8,val,122,0.0164,0.8443,0.4322,0.9217,0.375,0.0
Extended BERT ABSA,100,8,in_domain,123,0.0164,0.8943,0.5853,0.9455,0.5882,0.2222
Extended BERT ABSA,100,8,laptop,2313,0.0164,0.6948,0.6027,0.788,0.7322,0.2879
Extended BERT ABSA,100,8,restaurant,3602,0.0164,0.7046,0.5572,0.8343,0.56,0.2773
Extended BERT ABSA,100,9,val,122,0.0085,0.8443,0.3963,0.9224,0.2667,0.0
Extended BERT ABSA,100,9,in_domain,123,0.0085,0.9024,0.6568,0.9455,0.625,0.4
Extended BERT ABSA,100,9,laptop,2313,0.0085,0.6943,0.6082,0.7879,0.7289,0.3079
Extended BERT ABSA,100,9,restaurant,3602,0.0085,0.7004,0.5525,0.8311,0.539,0.2874
Extended BERT ABSA,100,10,val,122,0.0066,0.8443,0.3963,0.9224,0.2667,0.0
Extended BERT ABSA,100,10,in_domain,123,0.0066,0.9024,0.6568,0.9455,0.625,0.4
Extended BERT ABSA,100,10,laptop,2313,0.0066,0.6961,0.6093,0.7884,0.7312,0.3081
Extended BERT ABSA,100,10,restaurant,3602,0.0066,0.7016,0.5539,0.8314,0.5442,0.286
RoBERTa ABSA,100,1,val,122,1.1016,0.8689,0.4121,0.9286,0.3077,0.0
RoBERTa ABSA,100,1,in_domain,123,1.1016,0.8537,0.3512,0.9204,0.1333,0.0
RoBERTa ABSA,100,1,laptop,2313,1.1016,0.4397,0.2277,0.605,0.078,0.0
RoBERTa ABSA,100,1,restaurant,3602,1.1016,0.6066,0.2733,0.7541,0.0659,0.0
RoBERTa ABSA,100,2,val,122,1.0213,0.7951,0.4186,0.8922,0.3636,0.0
RoBERTa ABSA,100,2,in_domain,123,1.0213,0.8455,0.4729,0.9187,0.5,0.0
RoBERTa ABSA,100,2,laptop,2313,1.0213,0.7168,0.5306,0.7959,0.7961,0.0
RoBERTa ABSA,100,2,restaurant,3602,1.0213,0.729,0.5077,0.8393,0.6836,0.0
RoBERTa ABSA,100,3,val,122,0.7951,0.8115,0.4271,0.9005,0.381,0.0
RoBERTa ABSA,100,3,in_domain,123,0.7951,0.8943,0.6615,0.9401,0.6,0.4444
RoBERTa ABSA,100,3,laptop,2313,0.7951,0.7038,0.6332,0.7904,0.7469,0.3622
RoBERTa ABSA,100,3,restaurant,3602,0.7951,0.714,0.5517,0.8302,0.6082,0.2166
RoBERTa ABSA,100,4,val,122,0.5277,0.8033,0.404,0.8962,0.3158,0.0
RoBERTa ABSA,100,4,in_domain,123,0.5277,0.9106,0.6355,0.9541,0.6667,0.2857
RoBERTa ABSA,100,4,laptop,2313,0.5277,0.7579,0.6985,0.8284,0.8057,0.4615
RoBERTa ABSA,100,4,restaurant,3602,0.5277,0.7446,0.6141,0.8558,0.6784,0.308
RoBERTa ABSA,100,5,val,122,0.5911,0.7951,0.5056,0.8835,0.3333,0.3
RoBERTa ABSA,100,5,in_domain,123,0.5911,0.8699,0.6782,0.9275,0.6364,0.4706
RoBERTa ABSA,100,5,laptop,2313,0.5911,0.725,0.6913,0.7885,0.8002,0.485
RoBERTa ABSA,100,5,restaurant,3602,0.5911,0.7121,0.6401,0.8274,0.6793,0.4134
RoBERTa ABSA,100,6,val,122,0.3381,0.7787,0.4716,0.8844,0.3636,0.1667
RoBERTa ABSA,100,6,in_domain,123,0.3381,0.8618,0.6003,0.9268,0.5882,0.2857
RoBERTa ABSA,100,6,laptop,2313,0.3381,0.7514,0.6705,0.8332,0.7899,0.3884
RoBERTa ABSA,100,6,restaurant,3602,0.3381,0.7488,0.6107,0.8612,0.7031,0.2678
RoBERTa ABSA,100,7,val,122,0.2226,0.8443,0.4013,0.9182,0.2857,0.0
RoBERTa ABSA,100,7,in_domain,123,0.2226,0.9106,0.5404,0.9545,0.6667,0.0
RoBERTa ABSA,100,7,laptop,2313,0.2226,0.7471,0.6865,0.8194,0.7859,0.4541
RoBERTa ABSA,100,7,restaurant,3602,0.2226,0.736,0.5918,0.8439,0.6589,0.2725
RoBERTa ABSA,100,8,val,122,0.1375,0.8443,0.4013,0.9182,0.2857,0.0
RoBERTa ABSA,100,8,in_domain,123,0.1375,0.9024,0.5932,0.9545,0.625,0.2
RoBERTa ABSA,100,8,laptop,2313,0.1375,0.7164,0.6695,0.8166,0.7288,0.463
RoBERTa ABSA,100,8,restaurant,3602,0.1375,0.7274,0.5986,0.8438,0.612,0.3399
RoBERTa ABSA,100,9,val,122,0.0374,0.8279,0.393,0.9124,0.2667,0.0
RoBERTa ABSA,100,9,in_domain,123,0.0374,0.9106,0.6237,0.9545,0.6667,0.25
RoBERTa ABSA,100,9,laptop,2313,0.0374,0.7337,0.6832,0.817,0.7634,0.4692
RoBERTa ABSA,100,9,restaurant,3602,0.0374,0.7338,0.6067,0.8465,0.6382,0.3353
RoBERTa ABSA,100,10,val,122,0.0111,0.8279,0.393,0.9124,0.2667,0.0
RoBERTa ABSA,100,10,in_domain,123,0.0111,0.9024,0.6317,0.945,0.7,0.25
RoBERTa ABSA,100,10,laptop,2313,0.0111,0.7324,0.6851,0.8202,0.7617,0.4733
RoBERTa ABSA,100,10,restaurant,3602,0.0111,0.7371,0.6207,0.8495,0.6436,0.3688
Extended BERT ABSA,314,1,val,122,1.0842,0.6475,0.3489,0.7826,0.2642,0.0
Extended BERT ABSA,314,1,in_domain,123,1.0842,0.7967,0.5173,0.8812,0.4706,0.2
Extended BERT ABSA,314,1,laptop,2313,1.0842,0.4665,0.3357,0.449,0.558,0.0
Extended BERT ABSA,314,1,restaurant,3602,1.0842,0.5594,0.3225,0.7138,0.2538,0.0
Extended BERT ABSA,314,2,val,122,0.9274,0.5492,0.3216,0.6982,0.2667,0.0
Extended BERT ABSA,314,2,in_domain,123,0.9274,0.7073,0.5059,0.8065,0.4444,0.2667
Extended BERT ABSA,314,2,laptop,2313,0.9274,0.4371,0.285,0.285,0.5657,0.0043
Extended BERT ABSA,314,2,restaurant,3602,0.9274,0.5094,0.3695,0.6466,0.4378,0.0242
Extended BERT ABSA,314,3,val,122,0.6154,0.7869,0.4517,0.8844,0.4706,0.0
Extended BERT ABSA,314,3,in_domain,123,0.6154,0.8943,0.6766,0.939,0.7273,0.3636
Extended BERT ABSA,314,3,laptop,2313,0.6154,0.5633,0.416,0.6179,0.6301,0.0
Extended BERT ABSA,314,3,restaurant,3602,0.6154,0.6507,0.4376,0.7907,0.5158,0.0062
Extended BERT ABSA,314,4,val,122,0.458,0.7541,0.4602,0.8629,0.4,0.1176
Extended BERT ABSA,314,4,in_domain,123,0.458,0.8618,0.671,0.9179,0.7619,0.3333
Extended BERT ABSA,314,4,laptop,2313,0.458,0.6325,0.4782,0.7381,0.6753,0.0211
Extended BERT ABSA,314,4,restaurant,3602,0.458,0.6782,0.4765,0.8141,0.5584,0.057
Extended BERT ABSA,314,5,val,122,0.2601,0.8115,0.4005,0.9014,0.3,0.0
Extended BERT ABSA,314,5,in_domain,123,0.2601,0.9106,0.6745,0.9541,0.7059,0.3636
Extended BERT ABSA,314,5,laptop,2313,0.2601,0.668,0.5187,0.7758,0.7032,0.0772
Extended BERT ABSA,314,5,restaurant,3602,0.2601,0.6766,0.4665,0.8076,0.4956,0.0963
Extended BERT ABSA,314,6,val,122,0.0963,0.8443,0.3963,0.9224,0.2667,0.0
Extended BERT ABSA,314,6,in_domain,123,0.0963,0.9024,0.6568,0.9455,0.625,0.4
Extended BERT ABSA,314,6,laptop,2313,0.0963,0.6805,0.521,0.7826,0.7226,0.0579
Extended BERT ABSA,314,6,restaurant,3602,0.0963,0.6846,0.4738,0.8098,0.519,0.0927
Extended BERT ABSA,314,7,val,122,0.0321,0.8361,0.45,0.9151,0.4348,0.0
Extended BERT ABSA,314,7,in_domain,123,0.0321,0.9024,0.6461,0.9498,0.625,0.3636
Extended BERT ABSA,314,7,laptop,2313,0.0321,0.6896,0.5388,0.7968,0.7269,0.0927
Extended BERT ABSA,314,7,restaurant,3602,0.0321,0.696,0.5009,0.8236,0.5631,0.1159
Extended BERT ABSA,314,8,val,122,0.0077,0.8689,0.4076,0.9369,0.2857,0.0
Extended BERT ABSA,314,8,in_domain,123,0.0077,0.9268,0.701,0.96,0.5714,0.5714
Extended BERT ABSA,314,8,laptop,2313,0.0077,0.6827,0.5374,0.7832,0.7212,0.1079
Extended BERT ABSA,314,8,restaurant,3602,0.0077,0.6718,0.4605,0.8048,0.4463,0.1304
Extended BERT ABSA,314,9,val,122,0.0059,0.8443,0.4183,0.9217,0.3333,0.0
Extended BERT ABSA,314,9,in_domain,123,0.0059,0.9106,0.6613,0.9507,0.5333,0.5
Extended BERT ABSA,314,9,laptop,2313,0.0059,0.6874,0.5491,0.7896,0.7257,0.1321
Extended BERT ABSA,314,9,restaurant,3602,0.0059,0.6835,0.49,0.8153,0.4957,0.1589
Extended BERT ABSA,314,10,val,122,0.0058,0.8525,0.4265,0.9266,0.3529,0.0
Extended BERT ABSA,314,10,in_domain,123,0.0058,0.9268,0.701,0.96,0.5714,0.5714
Extended BERT ABSA,314,10,laptop,2313,0.0058,0.6853,0.544,0.7886,0.7211,0.1224
Extended BERT ABSA,314,10,restaurant,3602,0.0058,0.6816,0.4833,0.8136,0.483,0.1535
RoBERTa ABSA,314,1,val,122,1.1164,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,314,1,in_domain,123,1.1164,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,314,1,laptop,2313,1.1164,0.4267,0.1994,0.5982,0.0,0.0
RoBERTa ABSA,314,1,restaurant,3602,1.1164,0.6008,0.2502,0.7506,0.0,0.0
RoBERTa ABSA,314,2,val,122,1.0347,0.8197,0.4392,0.9038,0.4138,0.0
RoBERTa ABSA,314,2,in_domain,123,1.0347,0.8618,0.5015,0.9238,0.5806,0.0
RoBERTa ABSA,314,2,laptop,2313,1.0347,0.6753,0.4995,0.7552,0.7433,0.0
RoBERTa ABSA,314,2,restaurant,3602,1.0347,0.6938,0.4608,0.8102,0.5723,0.0
RoBERTa ABSA,314,3,val,122,0.8793,0.877,0.3115,0.9345,0.0,0.0
RoBERTa ABSA,314,3,in_domain,123,0.8793,0.878,0.3117,0.9351,0.0,0.0
RoBERTa ABSA,314,3,laptop,2313,0.8793,0.5499,0.3828,0.6626,0.4857,0.0
RoBERTa ABSA,314,3,restaurant,3602,0.8793,0.6247,0.3191,0.7637,0.1936,0.0
RoBERTa ABSA,314,4,val,122,0.6388,0.6803,0.47,0.8087,0.4138,0.1875
RoBERTa ABSA,314,4,in_domain,123,0.6388,0.6504,0.4935,0.7753,0.6,0.1053
RoBERTa ABSA,314,4,laptop,2313,0.6388,0.6623,0.6297,0.6876,0.7742,0.4274
RoBERTa ABSA,314,4,restaurant,3602,0.6388,0.6757,0.6216,0.7958,0.6667,0.4024
RoBERTa ABSA,314,5,val,122,0.542,0.7951,0.4078,0.89,0.3333,0.0
RoBERTa ABSA,314,5,in_domain,123,0.542,0.8618,0.6473,0.9268,0.64,0.375
RoBERTa ABSA,314,5,laptop,2313,0.542,0.7484,0.6943,0.8177,0.7958,0.4694
RoBERTa ABSA,314,5,restaurant,3602,0.542,0.7429,0.6381,0.8573,0.6853,0.3717
